page_id,title
14246857,Threo-3-hydroxyaspartate ammonia-lyase
14246922,Ureidoglycolate lyase
14250649,3-hydroxymethylcephem carbamoyltransferase
14250670,3-methyl-2-oxobutanoate hydroxymethyltransferase
14250688,D-alanine 2-hydroxymethyltransferase
14250702,Deoxycytidylate 5-hydroxymethyltransferase
14250722,Glycine formimidoyltransferase
14250751,Lysine carbamoyltransferase
14250769,Methionyl-tRNA formyltransferase
14250789,Methylmalonyl-CoA carboxytransferase
14250807,N-acetylornithine carbamoyltransferase
14250821,Oxamate carbamoyltransferase
14250859,Putrescine carbamoyltransferase
14250872,Scyllo-inosamine-4-phosphate amidinotransferase
14250961,Aliphatic aldoxime dehydratase
14251029,Phenylacetaldoxime dehydratase
14251044,Sirohydrochlorin cobaltochelatase
14251267,Talk:Oja's rule
14251275,3-oxoacid CoA-transferase
14251288,3-oxoadipate CoA-transferase
14251305,5-hydroxypentanoate CoA-transferase
14251319,Acetate CoA-transferase
14251338,Amine sulfotransferase
14251354,Aryl-sulfate sulfotransferase
14251390,Biotin synthase
14251410,Butyrate—acetoacetate CoA-transferase
14251435,Choline sulfotransferase
14251457,Chondroitin 4-sulfotransferase
14251475,Chondroitin 6-sulfotransferase
14251495,Cinnamoyl-CoA:phenyllactate CoA-transferase
14251510,Citramalate CoA-transferase
14251525,Citrate CoA-transferase
14251545,Coenzyme-B sulfoethylthiotransferase
14251560,Cortisol sulfotransferase
14251572,Cysteine desulfurase
14251584,Desulfoglucosinolate sulfotransferase
14251596,Estrone sulfotransferase
14251609,Flavonol 3-sulfotransferase
14251633,Formyl-CoA transferase
14251649,Galactosylceramide sulfotransferase
14251665,Glutaconate CoA-transferase
14251669,User:Narenrecw
14251685,Glycochenodeoxycholate sulfotransferase
14251697,(heparan sulfate)-glucosamine 3-sulfotransferase 1
14251718,(heparan sulfate)-glucosamine 3-sulfotransferase 2
14251736,(heparan sulfate)-glucosamine 3-sulfotransferase 3
14251748,(heparan sulfate)-glucosamine N-sulfotransferase
14251781,Keratan sulfotransferase
14251805,Lipoyl synthase
14251824,L-seryl-tRNASec selenium transferase
14252556,User talk:Alpalx360
14253878,User:Najee5100
14259368,User:Random832/Math baseline
14260056,Malonate CoA-transferase
14260078,Petromyzonol sulfotransferase
14260093,Propionate CoA-transferase
14260104,Psychosine sulfotransferase
14260118,"Quercetin-3,3'-bissulfate 7-sulfotransferase"
14260556,Scymnol sulfotransferase
14260678,Strain rate
14261888,Studentized range distribution
14263013,Spacetime topology
14263025,Talk:Spacetime topology
14266410,Quercetin-3-sulfate 3'-sulfotransferase
14266420,Quercetin-3-sulfate 4'-sulfotransferase
14266437,Renilla-luciferin sulfotransferase
14266460,Succinate—citramalate CoA-transferase
14266471,Succinate—hydroxymethylglutarate CoA-transferase
14266486,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase
14266521,Thiosulfate—dithiol sulfurtransferase
14266537,Thiosulfate sulfurtransferase
14266556,Thiosulfate—thiol sulfurtransferase
14266568,Triglucosylalkylacylglycerol sulfotransferase
14266580,TRNA sulfurtransferase
14266597,Tyrosine-ester sulfotransferase
14266614,UDP-N-acetylgalactosamine-4-sulfate sulfotransferase
14269777,Helicity basis
14270982,Wikipedia:Articles for deletion/Diethylamide zapotecorum inhibitor
14271694,Exceptional divisor
14272194,Saint-Venant's theorem
14273710,User talk:Ronewolf
14275961,Great ellipse
14276201,2'-hydroxybiphenyl-2-sulfinate desulfinase
14276224,4-chlorobenzoate dehalogenase
14276245,4-chlorobenzoyl-CoA dehalogenase
14276270,Acylpyruvate hydrolase
14276280,Alkylhalidase
14276291,Beta-diketone hydrolase
14276300,Cyclamate sulfohydrolase
14276311,"Cyclohexane-1,3-dione hydrolase"
14276361,Oxaloacetase
14276364,Cut locus (Riemannian manifold)
14276379,Phloretin hydrolase
14276393,Phosphoamidase
14276408,User:Cornince/no2
14276415,Phosphonoacetaldehyde hydrolase
14276433,Phosphonoacetate hydrolase
14276446,Phosphonopyruvate hydrolase
14276463,(R)-2-haloacid dehalogenase
14276508,UDP-sulfoquinovose synthase
14277349,Talk:Holm–Bonferroni method
14281313,17-alpha-hydroxyprogesterone aldolase
14281321,(1-hydroxycyclohexan-1-yl)acetyl-CoA lyase
14281347,"2,3-dimethylmalate lyase"
14281357,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
14281365,2-dehydro-3-deoxy-D-pentonate aldolase
14281383,2-dehydro-3-deoxyglucarate aldolase
14281397,2-dehydro-3-deoxy-L-pentonate aldolase
14281424,2-dehydropantoate aldolase
14281439,2-oxoglutarate decarboxylase
14281454,"3,4-dihydroxyphthalate decarboxylase"
14281466,3-dehydro-L-gulonate-6-phosphate decarboxylase
14281476,3-deoxy-D-manno-octulosonate aldolase
14281482,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase"
14281491,3-hydroxy-3-isohexenylglutaryl-CoA lyase
14281518,3-oxolaurate decarboxylase
14281537,4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase
14281551,"4,5-dihydroxyphthalate decarboxylase"
14281564,4-carboxymuconolactone decarboxylase
14281576,4-hydroxy-2-oxoglutarate aldolase
14281586,4-hydroxy-2-oxovalerate aldolase
14281598,4-hydroxy-4-methyl-2-oxoglutarate aldolase
14281612,4-hydroxybenzoate decarboxylase
14281622,4-hydroxyphenylacetate decarboxylase
14281649,4-hydroxyphenylpyruvate decarboxylase
14281661,4-oxalocrotonate decarboxylase
14281678,5-dehydro-2-deoxyphosphogluconate aldolase
14281687,5-guanidino-2-oxopentanoate decarboxylase
14281695,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
14281705,6-methylsalicylate decarboxylase
14281731,Acetylenedicarboxylate decarboxylase
14281745,Aconitate decarboxylase
14281753,Aminobenzoate decarboxylase
14281762,Aminocarboxymuconate-semialdehyde decarboxylase
14281774,Aminodeoxychorismate lyase
14281786,Anthranilate synthase
14281825,Aspartate 1-decarboxylase
14281987,Aspartate 4-decarboxylase
14282002,Benzoin aldolase
14282032,Benzoylformate decarboxylase
14282049,Benzylsuccinate synthase
14282061,Branched-chain-2-oxoacid decarboxylase
14282084,Carnitine decarboxylase
14282104,Chorismate lyase
14282127,Citramalate lyase
14282140,Citramalyl-CoA lyase
14283919,Citrate (pro-3S)-lyase
14283936,Citryl-CoA lyase
14283950,D-dopachrome decarboxylase
14283966,Dehydro-L-gulonate decarboxylase
14283985,Deoxyribodipyrimidine photo-lyase
14284002,Deoxyribose-phosphate aldolase
14284032,Diaminopimelate decarboxylase
14284045,Dihydroneopterin aldolase
14284065,Dihydroxyfumarate decarboxylase
14284082,Dimethylaniline-N-oxide aldolase
14284119,Fructose-6-phosphate phosphoketolase
14284154,Gallate decarboxylase
14284176,Gentisate decarboxylase
14284197,Glutaconyl-CoA decarboxylase
14284215,Hydroxyglutamate decarboxylase
14284225,Hydroxymandelonitrile lyase
14284241,Hydroxynitrilase
14284255,Hydroxypyruvate decarboxylase
14284271,Indole-3-glycerol-phosphate lyase
14284288,Indole-3-glycerol-phosphate synthase
14284302,Indolepyruvate decarboxylase
14284327,Ketotetrose-phosphate aldolase
14284342,Lactate aldolase
14284357,L-fuculose-phosphate aldolase
14284407,Methionine decarboxylase
14284416,Methylisocitrate lyase
14284431,Methylmalonyl-CoA decarboxylase
14284448,N-acetylneuraminate lyase
14284488,Octadecanal decarbonylase
14284506,O-pyrocatechuate decarboxylase
14284527,Orsellinate decarboxylase
14284539,Oxalate decarboxylase
14284547,Oxalomalate lyase
14284588,Pantothenoylcysteine decarboxylase
14284640,Phenylalanine decarboxylase
14284654,Phenylpyruvate decarboxylase
14284666,Phenylserine aldolase
14284673,Phosphatidylserine decarboxylase
14284685,Phosphoketolase
14284696,Phosphonopyruvate decarboxylase
14284712,Phosphopantothenoylcysteine decarboxylase
14284725,Propioin synthase
14284745,Protocatechuate decarboxylase
14284761,Rhamnulose-1-phosphate aldolase
14284808,Sulfinoalanine decarboxylase
14284823,Sulfopyruvate decarboxylase
14284834,Tagatose-bisphosphate aldolase
14284849,Tartrate decarboxylase
14284864,Tartronate-semialdehyde synthase
14284878,Threonine aldolase
14284894,Threonine-phosphate decarboxylase
14284932,Tryptophanase
14284942,Tyrosine decarboxylase
14284951,Tyrosine phenol-lyase
14284961,UDP-galacturonate decarboxylase
14284972,UDP-glucuronate decarboxylase
14284991,Uracil-5-carboxylate decarboxylase
14285005,Valine decarboxylase
14285018,Vanillin synthase
14285398,"2,3-dihydroxybenzoate—serine ligase"
14285406,2-furoate—CoA ligase
14285419,2-oxoglutarate carboxylase
14285432,"3-alpha,7-alpha-dihydroxy-5-beta-cholestanate—CoA ligase"
14285439,4-chlorobenzoate—CoA ligase
14285455,4-hydroxybenzoate—CoA ligase
14285459,4-methyleneglutamate—ammonia ligase
14285465,5-(carboxyamino)imidazole ribonucleotide synthase
14285470,5-formyltetrahydrofolate cyclo-ligase
14285474,6-carboxyhexanoate—CoA ligase
14285481,Acetate—CoA ligase (ADP-forming)
14285492,Acetoacetate—CoA ligase
14285499,Acetone carboxylase
14285504,Acid—CoA ligase (GDP-forming)
14285509,Adenosylcobyric acid synthase (glutamine-hydrolysing)
14285518,Aerobactin synthase
14285525,Alanine—tRNA ligase
14285532,Aminodeoxychorismate synthase
14285550,Arachidonate—CoA ligase
14285556,Arginine—tRNA ligase
14285632,Asparaginyl-tRNA synthase (glutamine-hydrolysing)
14285645,Aspartate—ammonia ligase
14285666,Aspartate—tRNA(Asn) ligase
14285677,Aspartate—tRNA ligase
14285683,Benzoate—CoA ligase
14285694,Biotin—(acetyl-CoA-carboxylase) ligase
14285702,Biotin carboxylase
14285711,Biotin—CoA ligase
14285718,Biotin—(methylcrotonoyl-CoA-carboxylase) ligase
14285730,Biotin—(methylmalonyl-CoA-carboxytransferase) ligase
14285742,Biotin—(propionyl-CoA-carboxylase (ATP-hydrolyzing)) ligase
14285758,(carboxyethyl)arginine beta-lactam-synthase
14285764,Carnosine synthase
14285771,Citrate—CoA ligase
14285776,(citrate (pro-3S)-lyase) ligase
14285783,Cobalt chelatase
14285794,Cysteine—tRNA ligase
14285800,D-alanine—alanyl-poly(glycerolphosphate) ligase
14285821,D-alanine—poly(phosphoribitol) ligase
14285841,Dethiobiotin synthase
14285852,Dicarboxylate—CoA ligase
14285865,Diphthine—ammonia ligase
14285876,Formate—dihydrofolate ligase
14285895,Gamma-glutamylhistamine synthase
14285905,Geranoyl-CoA carboxylase
14285924,Glutamate—ethylamine ligase
14285931,Glutamate—methylamine ligase
14285948,Glutamate—tRNA(Gln) ligase
14285960,Glutamine—tRNA ligase
14285968,Glutaminyl-tRNA synthase (glutamine-hydrolysing)
14285977,Glutarate—CoA ligase
14285985,Glutathione synthase
14286018,Histidine—tRNA ligase
14286028,Homoglutathione synthase
14286032,"Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)"
14286046,Indoleacetate—lysine synthetase
14286051,Isoleucine—tRNA ligase
14286058,L-amino-acid alpha-ligase
14286073,Long-chain-fatty-acid—(acyl-carrier-protein) ligase
14286079,Long-chain-fatty-acid—luciferin-component ligase
14286088,Lysine—tRNA ligase
14286098,Lysine—tRNA(Pyl) ligase
14286110,Magnesium chelatase
14286121,Malate—CoA ligase
14286126,Methionine—tRNA ligase
14286131,ACV synthetase
14286146,NAD+ synthase
14286156,NAD+ synthase (glutamine-hydrolysing)
14286171,Oxalate—CoA ligase
14286185,Pantoate—beta-alanine ligase
14286193,Phenylacetate—CoA ligase
14286205,Phosphopantothenate—cysteine ligase
14286236,Phosphoribosylformylglycinamidine synthase
14286244,Phytanate—CoA ligase
14286252,Proline—tRNA ligase
14286260,Propionate—CoA ligase
14286267,Ribose-5-phosphate—ammonia ligase
14286279,RNA ligase (ATP)
14286303,Succinate—CoA ligase (ADP-forming)
14286321,Threonine—tRNA ligase
14286343,Tryptophan—tRNA ligase
14286357,Tyrosine—arginine ligase
14286388,UDP-N-acetylmuramate—L-alanine ligase
14286395,UDP-N-acetylmuramoyl-L-alanine—D-glutamate ligase
14286401,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate—L-lysine ligase
14286421,Urea carboxylase
14286432,Valine—tRNA ligase
14289175,Nonhypotenuse number
14289347,User:Usien6/x
14291000,Super-logarithm
14291476,User:Grandpasonion
14293691,Wikipedia:Admin vitriol formula
14296821,Global meteoric water line
14297994,User:Bhargesh
14305511,Nondegenerate form
14305618,Talk:List of Armenians from Nagorno-Karabakh
14312674,Wikipedia:Articles for deletion/Delegation marketing
14313268,Talk:Derivative test
14315623,A-equivalence
14317102,Talk:Map germ
14317788,User:Pikalax/Math
14319966,Lexical density
14322106,"1,5-anhydro-D-fructose dehydratase"
14322157,16-alpha-hydroxyprogesterone dehydratase
14322182,2-dehydro-3-deoxy-L-arabinonate dehydratase
14322196,2-hydroxyisoflavanone dehydratase
14322216,2-methylcitrate dehydratase
14322253,2-methylisocitrate dehydratase
14322281,2-oxopent-4-enoate hydratase
14323201,3-cyanoalanine hydratase
14323255,3-hydroxybutyryl-CoA dehydratase
14323279,3-hydroxyoctanoyl-(acyl-carrier-protein) dehydratase
14323297,3-hydroxypalmitoyl-(acyl-carrier-protein) dehydratase
14323317,4a-hydroxytetrahydrobiopterin dehydratase
14323329,4-oxalmesaconate hydratase
14323352,(4S)-limonene synthase
14323369,5alpha-hydroxysteroid dehydratase
14323397,5-dehydro-4-deoxyglucarate dehydratase
14323556,6-Pyruvoyltetrahydropterin synthase
14323583,Abietadiene synthase
14324221,User talk:Sam9990
14324482,Talk:Smooth morphism
14327738,User:Jonathan Schäfer
14330060,File:Part circle.svg
14333702,Arabinonate dehydratase
14333721,Aristolochene synthase
14333758,ATP-dependent NAD(P)H-hydrate dehydratase
14333889,Carboxymethyloxysuccinate lyase
14333899,Carnitine dehydratase
14333914,Casbene synthase
14333931,"CDP-glucose 4,6-dehydratase"
14334051,Citrate dehydratase
14334072,Crotonoyl-(acyl-carrier-protein) hydratase
14334122,Cyanamide hydratase
14334137,Cyanide hydratase
14334164,"Cyclohexa-1,5-dienecarbonyl-CoA hydratase"
14334183,Cyclohexyl-isocyanide hydratase
14334236,D-fuconate dehydratase
14334247,D-glutamate cyclase
14334273,Dihydroxy-acid dehydratase
14334295,Dimethylmaleate hydratase
14334331,D(-)-tartrate dehydratase
14334366,Ectoine synthase
14334381,(-)-endo-fenchol synthase
14334394,Ent-kaurene synthase
14334411,Ethanolamine-phosphate phospho-lyase
14334415,Grzegorczyk hierarchy
14334444,Galactarate dehydratase
14334671,Galactonate dehydratase
14334721,Germacrene-A synthase
14334743,Glucarate dehydratase
14334767,Gluconate dehydratase
14334827,Glycerol dehydratase
14335197,Homoaconitate hydratase
14335245,Hydroperoxide dehydratase
14335262,Imidazoleglycerol-phosphate dehydratase
14335329,Isohexenylglutaconyl-CoA hydratase
14335363,Itaconyl-CoA hydratase
14335390,Kievitone hydratase
14335415,Lactoyl-CoA dehydratase
14335429,L-arabinonate dehydratase
14335477,L-fuconate dehydratase
14335499,Long-chain-enoyl-CoA hydratase
14335527,L-rhamnonate dehydratase
14335547,L(+)-tartrate dehydratase
14335566,Maleate hydratase
14335590,Mannonate dehydratase
14335634,Methylthioribulose 1-phosphate dehydratase
14335651,Myo-inosose-2 dehydratase
14335675,Myrcene synthase
14335699,Octopamine dehydratase
14335726,Oleate hydratase
14335748,Oligogalacturonide lyase
14335830,Pentalenene synthase
14335844,Phaseollidin hydratase
14335864,Phosphogluconate dehydratase
14335912,Pinene synthase
14335986,Prephenate dehydratase
14336010,Propanediol dehydratase
14336153,Protoaphin-aglucone dehydratase (cyclizing)
14336176,Pseudouridylate synthase
14336199,Pyrazolylalanine synthase
14336224,(R)-2-methylmalate dehydratase
14336239,(R)-limonene synthase
14336255,R-linalool synthase
14336284,(S)-2-methylmalate dehydratase
14336320,Sabinene-hydrate synthase
14336341,Scytalone dehydratase
14336373,(S)-norcoclaurine synthase
14336393,Synephrine dehydratase
14336413,Taxadiene synthase
14336439,Threonine synthase
14336485,Trans-L-3-hydroxyproline dehydratase
14336509,Trichodiene synthase
14336528,"UDP-glucose 4,6-dehydratase"
14336590,Xylonate dehydratase
14337088,5'-acylphosphoadenosine hydrolase
14337129,Adenosine-tetraphosphatase
14337146,Adenylylsulfatase
14337176,ADP-sugar diphosphatase
14337194,Ag+-exporting ATPase
14337203,Alpha-factor-transporting ATPase
14337225,Arsenite-transporting ATPase
14337241,ATP diphosphatase
14337256,Beta-glucan-transporting ATPase
14337299,Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
14337318,Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
14337335,Cadmium-transporting ATPase
14337354,Capsular-polysaccharide-transporting ATPase
14337375,Cd2+-exporting ATPase
14337389,CDP-diacylglycerol diphosphatase
14337404,CDP-glycerol diphosphatase
14338319,User talk:Josh lederer
14343671,User:Maisma gardens/sandbox
14346064,Autoregressive conditional duration
14348673,User:Liebr3 Dulce Giro Habitación
14348925,Hicks-neutral technical change
14351837,Template:Classical mechanics
14352042,FENE
14353036,Wikipedia:Reference desk/Archives/Mathematics/2007 November 18
14355284,Smallest-circle problem
14356754,Hatta number
14361216,User talk:Jengelh/Pastebin
14368840,Hydroxyacylglutathione hydrolase
14369709,Schottky anomaly
14370049,Schwarzschild criterion
14370476,User talk:Khalifasaad
14372749,Talk:Apply
14373186,User talk:VictorGeere
14377820,Dirichlet energy
14377857,User talk:Gulun
14382068,Artificial bee colony algorithm
14384942,Inverse exchange-traded fund
14385682,Talk:O-minimal theory
14387991,Talk:List of Indiana state symbols
14388042,Analytic torsion
14390885,Effective molarity
14390931,User talk:Ylloh
14394227,Generalized Ozaki cost function
14405160,Synaptic weight
14407762,Seiberg–Witten invariants
14409622,Talk:Euler integral
14409687,User:Peterhuh/test
14410687,List of National League annual slugging percentage leaders
14411227,Critical state soil mechanics
14411727,User talk:KayDat
14411733,Madelung equations
14412213,Lester's theorem
14413905,Debtor days
14414732,User talk:Antimuon
14417464,File:Perspective Transform Diagram.png
14421547,Orbit (control theory)
14423377,Binary cyclic group
14425904,User:Imprezwift
14427248,Sargan–Hansen test
14429043,Talk:Puiseux expansion
14431176,Photochemical Reflectance Index
14435782,User:Lindgcha
14438233,User talk:Vosgor
14440329,Channel-conductance-controlling ATPase
14440350,Chloroplast protein-transporting ATPase
14440385,DCTP diphosphatase
14440399,Diphosphoinositol-polyphosphate diphosphatase
14440413,Cl-transporting ATPase
14440427,Dolichyldiphosphatase
14440452,DUTP diphosphatase
14440477,Endopolyphosphatase
14440529,FAD diphosphatase
14440543,Fatty-acyl-CoA-transporting ATPase
14440561,Fe3+-transporting ATPase
14440583,Glycerol-3-phosphate-transporting ATPase
14440607,Guanine-transporting ATPase
14440625,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase"
14440644,Guanosine-diphosphatase
14440666,Heme-transporting ATPase
14440708,Inorganic diphosphatase
14440815,M7G(5')pppN diphosphatase
14440839,Maltose-transporting ATPase
14440868,Manganese-transporting ATPase
14440894,Mg2+-importing ATPase
14440921,Microtubule-severing ATPase
14440942,Mitochondrial protein-transporting ATPase
14440959,Molybdate-transporting ATPase
14441002,NAD+ diphosphatase
14441023,Na+-exporting ATPase
14441073,Nickel-transporting ATPase
14441089,Nitrate-transporting ATPase
14441108,Nonpolar-amino-acid-transporting ATPase
14441126,Nucleoplasmin ATPase
14441153,Nucleoside-diphosphatase
14441189,Nucleoside-triphosphatase
14441206,Nucleoside-triphosphate diphosphatase
14443212,Steiner–Lehmus theorem
14443484,User:Takarazuka Family Land/memo
14445040,User talk:Nasrintaslima
14446614,Frank–Read source
14448807,FLAME clustering
14450824,User:Trevspixs
14451712,Halstead complexity measures
14451755,Nucleotide diphosphatase
14451780,Oligopeptide-transporting ATPase
14451822,Oligosaccharide-diphosphodolichol diphosphatase
14451861,Oligosaccharide-transporting ATPase
14451894,Peptide-transporting ATPase
14451930,Peroxisome-assembly ATPase
14451974,Phosphate-transporting ATPase
14452008,Phosphoadenylylsulfatase
14452047,Phospholipid-translocating ATPase
14452137,Polyamine-transporting ATPase
14452159,Proteasome ATPase
14452171,Protein-secreting ATPase
14452195,Quaternary-amine-transporting ATPase
14452224,Sulfate-transporting ATPase
14452227,Antenna efficiency
14452252,Taurine-transporting ATPase
14452276,Teichoic-acid-transporting ATPase
14452306,Thiamine-triphosphatase
14452321,Thymidine-triphosphatase
14452340,Trimetaphosphatase
14452352,Triphosphatase
14452385,Undecaprenyl-diphosphatase
14452404,Vesicle-fusing ATPase
14452417,Vitamin B12-transporting ATPase
14452441,Xenobiotic-transporting ATPase
14453066,11-cis-retinyl-palmitate hydrolase
14453080,"1,4-lactonase"
14453096,1-alkyl-2-acetylglycerophosphocholine esterase
14453111,"2',3'-cyclic-nucleotide 2'-phosphodiesterase"
14453161,2-deoxyglucose-6-phosphatase
14453179,2-phosphosulfolactate phosphatase
14453191,"2-pyrone-4,6-dicarboxylate lactonase"
14453215,"3'(2'),5'-bisphosphate nucleotidase"
14453256,3-deoxy-manno-octulosonate-8-phosphatase
14453272,3-hydroxyisobutyryl-CoA hydrolase
14453299,3'-nucleotidase
14453320,3-oxoadipate enol-lactonase
14453356,3-phytase
14453374,4-hydroxybenzoyl-CoA thioesterase
14453410,4-methyloxaloacetate esterase
14453439,4-nitrophenylphosphatase
14453463,4-phytase
14453492,4-pyridoxolactonase
14453525,"5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase"
14453565,5-phytase
14453587,6-acetylglucose deacetylase
14453601,Acetoacetyl-CoA hydrolase
14453626,Acetoxybutynylbithiophene deacetylase
14453654,Acetylalkylglycerol acetylhydrolase
14453678,(acetyl-CoA carboxylase)-phosphatase
14453707,Acetyl-CoA hydrolase
14453708,Wikipedia:Articles for deletion/Millennium Dollar
14453737,Acetylesterase
14453777,Acetylsalicylate deacetylase
14453838,Actinomycin lactonase
14453863,Acylcarnitine hydrolase
14453889,(acyl-carrier-protein) phosphodiesterase
14453911,Acyl-CoA hydrolase
14453930,Acyloxyacyl hydrolase
14453959,Adenylyl-(glutamate—ammonia ligase) hydrolase
14453999,ADP-dependent short-chain-acyl-CoA hydrolase
14454026,ADP-phosphoglycerate phosphatase
14454065,Alkylacetylglycerophosphatase
14454135,All-trans-retinyl-palmitate hydrolase
14454184,Alpha-ribazole phosphatase
14454452,Aminoacyl-tRNA hydrolase
14454675,Arylesterase
14454687,Bile-acid-CoA hydrolase
14454695,Delta-v (physics)
14454706,Bis(2-ethylhexyl)phthalate esterase
14454720,Bisphosphoglycerate phosphatase
14454743,Caldesmon-phosphatase
14454999,Carboxylesterase
14455080,Carboxymethylenebutenolidase
14455129,Cetraxate benzylesterase
14455153,Chlorogenate hydrolase
14455181,Choline-sulfatase
14455205,Choloyl-CoA hydrolase
14455231,Chondro-4-sulfatase
14455263,Citrate lyase deacetylase
14455337,D-arabinonolactonase
14455352,Deoxylimonate A-ring-lactonase
14455370,Deoxynucleotide 3'-phosphatase
14455393,DGTPase
14455419,Dihydrocoumarin hydrolase
14455429,Diisopropyl-fluorophosphatase
14455465,D-lactate-2-sulfatase
14455486,Dodecanoyl-(acyl-carrier-protein) hydrolase
14455502,Dolichyl-phosphatase
14455531,Dolichylphosphate-mannose phosphodiesterase
14455552,Fatty-acyl-ethyl-ester synthase
14455593,Formyl-CoA hydrolase
14455607,"Fructose-2,6-bisphosphate 2-phosphatase"
14455630,"Fructose-2,6-bisphosphate 6-phosphatase"
14455654,Fusarinine-C ornithinesterase
14455665,Galactolipase
14455712,Glucose-1-phosphatase
14455727,Glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase
14455744,Glucosylglycerol 3-phosphatase
14455759,Glutathione thiolesterase
14455780,"Glycerol-1,2-cyclic-phosphate 2-phosphodiesterase"
14455797,Glycerol-1-phosphatase
14455811,Glycerol-2-phosphatase
14455831,Glycerophosphocholine cholinephosphodiesterase
14455858,Glycerophosphodiester phosphodiesterase
14455870,Glycerophosphoinositol glycerophosphodiesterase
14456188,Glycerophosphoinositol inositolphosphodiesterase
14456206,(glycogen-synthase-D) phosphatase
14456238,Guanidinodeoxy-scyllo-inositol-4-phosphatase
14456262,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
14456283,Histidinol-phosphatase
14456299,Hydroxybutyrate-dimer hydrolase
14456317,Hydroxymethylglutaryl-CoA hydrolase
14456330,(hydroxymethylglutaryl-CoA reductase (NADPH))-phosphatase
14456342,"Inositol-1,4-bisphosphate 1-phosphatase"
14456354,Inositol-phosphate phosphatase
14456381,L-arabinonolactonase
14456399,Limonin-D-ring-lactonase
14456420,Lipid-phosphate phosphatase
14456430,"L-rhamnono-1,4-lactonase"
14456448,Lysophospholipase
14456466,Mannitol-1-phosphatase
14456847,User talk:Erikpanther
14456895,Methylphosphothioglycerate phosphatase
14456908,Methylumbelliferyl-acetate deacetylase
14456918,Monomethyl-sulfatase
14456933,Monoterpenyl-diphosphatase
14456948,Multiple inositol-polyphosphate phosphatase
14456982,N-acetylgalactosaminoglycan deacetylase
14456997,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
14457028,N-acylneuraminate-9-phosphatase
14457043,Oleoyl-(acyl-carrier-protein) hydrolase
14457073,Palmitoyl-CoA hydrolase
14457087,Palmitoyl(protein) hydrolase
14457112,Orsellinate-depside hydrolase
14457164,Phenylacetyl-CoA hydrolase
14457220,Phosphatidylglycerophosphatase
14457229,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"
14457265,Phosphatidylinositol-3-phosphatase
14457289,Phosphatidylinositol deacylase
14457308,Phosphoenolpyruvate phosphatase
14457326,Phosphoglycerate phosphatase
14457331,Lead–lead dating
14457374,Phosphoinositide 5-phosphatase
14457429,Phosphoserine phosphatase
14457442,Poly(3-hydroxybutyrate) depolymerase
14457522,Polyneuridine-aldehyde esterase
14457542,Polynucleotide 3'-phosphatase
14457555,Polynucleotide 5'-phosphatase
14457574,Prenyl-diphosphatase
14457589,Protein-glutamate methylesterase
14457607,Pyridoxal phosphatase
14457649,(pyruvate kinase)-phosphatase
14457661,Retinyl-palmitate esterase
14457697,Serine-ethanolaminephosphate phosphodiesterase
14457705,S-formylglutathione hydrolase
14457719,Sialate O-acetylesterase
14457732,Sinapine esterase
14457742,(S)-methylmalonyl-CoA hydrolase
14457757,Sorbitol-6-phosphatase
14457768,S-succinylglutathione hydrolase
14457779,Steroid-lactonase
14457810,Streptomycin-6-phosphatase
14457829,Succinyl-CoA hydrolase
14457863,Sugar-phosphatase
14457880,Sugar-terminal-phosphatase
14457900,Tannase
14457924,Thymidylate 5'-phosphatase
14457942,Trehalose-phosphatase
14457962,Triacetate-lactonase
14457980,Tropinesterase
14457995,User:Philc 0780/Sandbox2
14458002,Uronolactonase
14458034,"Xylono-1,4-lactonase"
14460033,User:Swbyang
14463033,Free surface
14463877,Talk:Truncated normal distribution
14465626,Talk:Block matrix/to do
14465765,File:Semicircles.svg
14466015,User:Paidgenius/Sandbox
14467480,Talk:Sequence space
14467558,Surface force
14469299,Autonomous convergence theorem
14471739,User:Pqnelson
14476049,User:BulimicMind/Sandbox
14478153,Stars and bars (combinatorics)
14479696,User:Larryv/sandbox
14479711,Self-concordant function
14481648,Binder parameter
14481995,Talk:Bond dipole moment
14482793,User:Sheliak/Template:Template Test
14483000,User talk:Cookiemonster2006
14483315,Bonnor–Ebert mass
14486776,Contact analysis (cryptanalysis)
14488411,Talk:Generalized singular value decomposition
14488752,1-methyladenosine nucleosidase
14489052,User:Weiswu
14491221,User:Sanpaz/sandbox
14496121,Conductance (graph)
14499273,Talk:Prismatoid
14500225,2-deoxyglucosidase
14500247,3-deoxyoctulosonase
14500265,6-phospho-beta-galactosidase
